"","okres","pierwotna","finalna","co2","grupa","przetarg","kategoria","przeszle.przyszle","nowy.stary","data_zak","data_wyd","rok_zak","rok_wyd"
"3293",25,52,47,174,"C",4,1,"","stary",2015-08-20,2016-08-10,2015,2016
"3294",20,52,47,206,"B",4,3,"","stary",2015-10-30,2016-09-16,2015,2016
"3295",15,52,47,207,"D",2017,4,"przesz쿮","nowy",2016-09-30,2017-04-14,2016,2017
"3296",10,52,47,206,"B",2017,4,"przysz쿮","nowy",2017-07-14,2017-09-20,2017,2017
"3297",5,104,94,407,"C",5,1,"","stary",2016-09-19,2017-09-29,2016,2017
"3298",25,167,151,358,"G",2018,4,"przesz쿮","nowy",2015-04-01,2018-06-25,2015,2018
"3299",25,94,85,339,"B",4,3,"","stary",2015-09-14,2016-07-28,2015,2016
"3300",10,94,85,335,"D",5,1,"","stary",2017-01-20,2017-10-20,2017,2017
"3301",22,115,104,50,"C",5,3,"","stary",2015-12-31,2017-10-13,2015,2017
"3302",25,136,123,534,"C",5,1,"","stary",2016-09-14,2017-09-13,2016,2017
"3303",10,3475,3144,8161,"G",2018,4,"przesz쿮","nowy",2015-08-17,2018-10-31,2015,2018
"3304",25,21,19,83,"C",2,1,"","stary",2013-09-24,2015-02-06,2013,2015
"3305",25,21,19,849,"C",3,1,"","stary",2014-12-31,2015-10-19,2014,2015
"3306",15,42,38,167,"C",3,1,"","stary",2013-11-01,2015-11-30,2013,2015
"3307",10,21,19,84,"C",4,1,"","stary",2014-11-14,2016-07-28,2014,2016
"3308",10,21,19,84,"C",4,1,"","stary",2014-02-14,2016-07-28,2014,2016
"3309",10,42,38,165,"C",4,1,"","stary",2014-07-01,2016-07-28,2014,2016
"3310",10,63,57,249,"C",4,1,"","stary",2012-02-07,2016-07-28,2012,2016
"3311",10,21,19,81,"C",4,1,"","stary",2015-06-19,2016-07-28,2015,2016
"3312",15,21,19,49,"C",4,1,"","stary",2014-12-16,2016-09-16,2014,2016
"3313",5,105,95,379,"G",2017,4,"przysz쿮","nowy",2017-09-10,2017-08-08,2017,2017
"3314",25,42,38,150,"C",5,1,"","stary",2011-10-15,2017-08-30,2011,2017
"3315",20,42,38,173,"C",5,1,"","stary",2011-11-17,2017-08-31,2011,2017
"3316",5,42,38,173,"C",5,1,"","stary",2011-08-03,2017-10-03,2011,2017
"3317",40,63,57,248,"C",5,1,"","stary",2012-09-17,2017-10-06,2012,2017
"3318",25,42,38,79,"F",5,3,"","stary",2015-05-29,2017-10-13,2015,2017
"3319",20,63,57,207,"G",5,1,"","stary",2013-11-12,2017-10-12,2013,2017
"3320",5,42,38,152,"F",5,1,"","stary",2016-09-08,2017-11-13,2016,2017
"3321",30,42,38,165,"C",5,1,"","stary",2014-11-13,2017-11-27,2014,2017
"3322",15,42,38,166,"B",2018,4,"przesz쿮","nowy",2016-09-30,2018-09-28,2016,2018
"3323",30,179,162,554,"D",5,1,"","stary",2011-06-14,2017-09-19,2011,2017
"3324",25,137,124,528,"C",5,1,"","stary",2016-05-30,2017-11-28,2016,2017
"3325",20,137,124,1247,"D",2018,4,"przysz쿮","nowy",2017-12-28,2018-06-07,2017,2018
"3326",2,95,86,222,"C",2018,4,"przysz쿮","nowy",2017-05-23,2018-10-09,2017,2018
"3327",40,148,134,587,"C",4,1,"","stary",2013-11-22,2016-09-01,2013,2016
"3328",10,74,67,268,"C",5,1,"","stary",2015-10-30,2017-10-20,2015,2017
"3329",25,180,163,735,"C",5,1,"","stary",2015-11-30,2017-09-04,2015,2017
"3330",8,180,163,451,"C",5,1,"","stary",2015-02-24,2017-09-29,2015,2017
"3331",5,53,48,212,"B",4,1,"","stary",2011-09-30,2016-09-16,2011,2016
"3332",10,53,48,113,"G",5,1,"","stary",2015-06-23,2017-10-04,2015,2017
"3333",10,106,96,273,"C",5,1,"","stary",2013-11-29,2017-12-18,2013,2017
"3334",10,53,48,NA,"D",2018,4,"przesz쿮","nowy",2015-11-05,2018-05-23,2015,2018
"3335",2,106,96,NA,"G",2018,4,"przysz쿮","nowy",NA,2018-12-07,NA,2018
"3336",5,223,202,475,"G",5,1,"","stary",2016-04-07,2017-10-13,2016,2017
"3337",12,85,77,200,"C",2018,4,"przesz쿮","nowy",2015-08-05,2018-06-25,2015,2018
"3338",10,149,135,316,"C",4,1,"","stary",2013-11-06,2016-08-11,2013,2016
"3339",25,32,29,134,"B",1,3,"","stary",2013-11-30,2014-01-31,2013,2014
"3340",10,96,87,226,"G",4,1,"","stary",2014-05-20,2016-07-26,2014,2016
"3341",10,32,29,162,"B",4,3,"","stary",2015-11-10,2016-08-11,2015,2016
"3342",5,32,29,67,"C",4,1,"","stary",2012-03-12,2016-12-01,2012,2016
"3343",10,64,58,137,"C",5,1,"","stary",2016-06-09,2017-08-09,2016,2017
"3344",25,160,145,350,"C",5,1,"","stary",2016-06-01,2017-08-11,2016,2017
"3345",20,32,29,105,"C",5,1,"","stary",2013-10-24,2017-09-04,2013,2017
"3346",5,32,29,126,"C",2017,4,"przysz쿮","nowy",2017-12-31,2017-10-27,2017,2017
"3347",20,32,29,127,"C",5,1,"","stary",2013-07-31,2017-10-11,2013,2017
"3348",3,32,29,67,"C",5,1,"","stary",2016-10-10,2017-10-19,2016,2017
"3349",40,64,58,251,"C",5,1,"","stary",2015-12-30,2017-10-20,2015,2017
"3350",20,32,29,76,"C",5,1,"","stary",2016-10-07,2017-11-15,2016,2017
"3351",20,32,29,74,"C",5,1,"","stary",2013-11-22,2017-11-28,2013,2017
"3352",25,160,145,577,"D",2018,4,"przysz쿮","nowy",2018-08-31,2018-02-28,2018,2018
"3353",10,214,194,454,"C",3,1,"","stary",2012-01-10,2015-11-30,2012,2015
"3354",30,107,97,333,"D",5,1,"","stary",2011-11-09,2017-09-19,2011,2017
"3355",25,107,97,329,"C",5,1,"","stary",2015-08-26,2017-09-21,2015,2017
"3356",40,75,68,298,"C",3,1,"","stary",2013-11-22,2015-12-17,2013,2015
"3357",6,75,68,160,"C",4,1,"","stary",2014-05-29,2016-07-26,2014,2016
"3358",10,150,136,320,"C",5,1,"","stary",2013-10-30,2017-11-27,2013,2017
"3359",10,118,107,601,"C",4,1,"","stary",2015-02-23,2016-07-25,2015,2016
"3360",10,118,107,250,"C",4,1,"","stary",2014-07-24,2016-10-14,2014,2016
"3361",40,161,146,605,"C",3,1,"","stary",2013-10-14,2015-12-17,2013,2015
"3362",5,161,146,580,"C",4,1,"","stary",2014-08-27,2016-08-30,2014,2016
"3363",5,204,185,735,"C",5,1,"","stary",2017-02-28,2018-01-26,2017,2018
"3364",6,204,185,523,"C",5,1,"","stary",2011-01-10,2018-03-28,2011,2018
"3365",10,86,78,370,"B",4,3,"","stary",2015-12-15,2016-10-03,2015,2016
"3366",10,43,39,92,"D",2017,4,"przysz쿮","nowy",2018-06-30,2017-06-05,2018,2017
"3367",5,215,195,458,"G",5,1,"","stary",2015-05-01,2017-09-29,2015,2017
"3368",5,86,78,201,"C",5,1,"","stary",2016-09-06,2017-09-29,2016,2017
"3369",20,43,39,116,"C",5,1,"","stary",2013-06-28,2017-11-28,2013,2017
"3370",5,301,273,302,"B",2018,4,"przesz쿮","nowy",2015-01-08,2018-04-10,2015,2018
"3371",10,301,273,NA,"C",5,1,"","stary",2017-12-28,2018-05-30,2017,2018
"3372",25,97,88,228,"C",5,1,"","stary",2014-09-18,2017-09-19,2014,2017
"3373",10,302,274,640,"G",4,1,"","stary",2016-12-31,2017-01-20,2016,2017
"3374",20,216,196,989,"C",3,1,"","stary",2013-12-30,2015-11-30,2013,2015
"3375",10,54,49,211,"B",2017,4,"przysz쿮","nowy",2017-09-15,2017-04-19,2017,2017
"3376",5,216,196,461,"C",5,1,"","stary",2016-04-01,2017-10-13,2016,2017
"3377",20,108,98,423,"C",5,1,"","stary",2012-09-30,2017-10-23,2012,2017
"3378",10,216,196,461,"D",5,1,"","stary",2015-09-25,2017-10-24,2015,2017
"3379",5,216,196,942,"B",5,1,"","stary",2015-10-30,2017-11-08,2015,2017
"3380",5,270,245,972,"G",5,1,"","stary",2014-09-16,2017-11-13,2014,2017
"3381",25,486,441,NA,"B",2018,4,"przysz쿮","nowy",2017-12-13,2018-10-09,2017,2018
"3382",5,249,226,986,"G",2018,4,"przesz쿮","nowy",2016-09-28,2018-07-13,2016,2018
"3383",5,444,403,1907,"B",2017,4,"przysz쿮","nowy",2018-08-31,2017-08-17,2018,2017
"3384",30,65,59,213,"C",3,1,"","stary",2014-12-19,2015-10-20,2014,2015
"3385",10,65,59,152,"C",4,1,"","stary",2013-12-16,2016-08-12,2013,2016
"3386",15,325,295,1170,"C",5,1,"","stary",2017-06-30,2017-11-07,2017,2017
"3387",4,65,59,125,"G",2017,4,"przesz쿮","nowy",2016-04-29,2017-12-08,2016,2017
"3388",25,65,59,255,"C",2018,4,"przysz쿮","nowy",2018-05-31,2018-10-25,2018,2018
"3389",10,206,187,744,"C",5,1,"","stary",2016-09-29,2017-10-20,2016,2017
"3390",25,141,128,556,"C",3,1,"","stary",2016-12-31,2015-12-08,2016,2015
"3391",5,141,128,559,"G",2018,4,"przesz쿮","nowy",2014-09-24,2018-09-21,2014,2018
"3392",10,152,138,322,"C",4,1,"","stary",2013-09-01,2016-08-11,2013,2016
"3393",15,76,69,179,"G",4,1,"","stary",2011-12-20,2016-09-16,2011,2016
"3394",20,152,138,620,"C",2017,4,"przesz쿮","nowy",2014-11-19,2017-03-31,2014,2017
"3395",30,152,138,586,"B",2018,4,"przysz쿮","nowy",2017-11-30,2018-05-19,2017,2018
"3396",10,619,562,2230,"C",5,1,"","stary",2016-10-31,2017-11-24,2016,2017
"3397",25,489,444,1143,"C",3,1,"","stary",2014-12-31,2015-11-30,2014,2015
"3398",5,250,227,520,"B",4,1,"","stary",2013-12-19,2016-07-26,2013,2016
"3399",10,87,79,344,"B",2,3,"","stary",2012-12-31,2015-02-06,2012,2015
"3400",30,87,79,342,"B",4,3,"","stary",2013-01-01,2016-09-01,2013,2016
"3401",25,185,168,NA,"B",2018,4,"przysz쿮","nowy",2017-12-13,2018-10-09,2017,2018
"3402",5,283,257,603,"B",5,1,"","stary",2016-09-02,2017-11-24,2016,2017
"3403",10,610,554,1567,"C",5,1,"","stary",2016-10-14,2017-12-18,2016,2017
"3404",20,109,99,430,"C",2017,4,"przesz쿮","nowy",2016-09-21,2017-09-15,2016,2017
"3405",5,218,198,867,"B",2018,4,"przesz쿮","nowy",2016-09-15,2018-07-20,2016,2018
"3406",5,447,406,1044,"C",4,1,"","stary",2012-10-01,2016-07-25,2012,2016
"3407",10,120,109,255,"C",3,1,"","stary",2014-10-30,2015-11-20,2014,2015
"3408",10,720,654,2594,"D",2017,4,"przysz쿮","nowy",2017-03-31,2017-03-31,2017,2017
"3409",20,120,109,390,"C",2018,4,"przesz쿮","nowy",2016-04-29,2018-09-21,2016,2018
"3410",25,251,228,696,"C",5,1,"","stary",2015-09-03,2017-08-11,2015,2017
"3411",15,131,119,521,"G",4,1,"","stary",2013-12-11,2016-08-29,2013,2016
"3412",5,131,119,579,"B",5,1,"","stary",2014-10-15,2017-10-09,2014,2017
"3413",25,393,357,1640,"C",2018,4,"przesz쿮","nowy",2015-06-15,2018-04-09,2015,2018
"3414",5,273,248,583,"C",5,1,"","stary",2014-11-03,2017-10-23,2014,2017
"3415",10,142,129,623,"B",2,3,"","stary",2013-12-31,2015-02-05,2013,2015
"3416",5,142,129,333,"C",5,1,"","stary",2015-12-11,2017-09-29,2015,2017
"3417",20,437,397,1021,"B",1,3,"","stary",2013-01-01,2014-02-21,2013,2014
"3418",10,787,715,3121,"D",2018,4,"przesz쿮","nowy",2016-09-14,2018-09-21,2016,2018
"3419",25,164,149,612,"C",5,1,"","stary",2015-07-27,2017-11-28,2015,2017
"3420",20,175,159,374,"C",2018,4,"przysz쿮","nowy",2017-01-01,2018-06-22,2017,2018
"3421",3,536,487,88,"G",2018,4,"przesz쿮","nowy",2016-09-30,2018-11-30,2016,2018
"3422",10,186,169,437,"G",2017,4,"przysz쿮","nowy",2017-12-31,2017-08-31,2017,2017
"3423",10,186,169,594,"D",5,3,"","stary",2015-12-31,2017-10-13,2015,2017
"3424",10,569,517,2037,"C",5,1,"","stary",2013-09-05,2017-10-20,2013,2017
"3425",10,405,368,1335,"G",5,1,"","stary",2015-10-15,2017-10-12,2015,2017
"3426",10,624,567,5872,"D",4,1,"","stary",2016-12-31,2016-07-29,2016,2016
"3427",5,208,189,0,"C",5,1,"","stary",2016-08-04,2017-09-04,2016,2017
"3428",5,876,796,1871,"C",2018,4,"przesz쿮","nowy",2014-04-30,2018-09-21,2014,2018
"3429",10,1336,1214,5296,"D",4,1,"","stary",2014-08-31,2016-08-30,2014,2016
"3430",5,1785,1622,6435,"G",5,1,"","stary",2015-09-18,2017-11-13,2015,2017
"3431",5,1347,1224,4857,"G",2017,4,"przesz쿮","nowy",2014-10-01,2017-11-17,2014,2017
"3432",5,449,408,958,"G",5,1,"","stary",2016-08-01,2017-10-27,2016,2017
"3433",10,2125,1931,4965,"G",3,1,"","stary",2011-12-31,2015-11-30,2011,2015
"3434",3,745,677,1591,"G",5,1,"","stary",2015-12-18,2017-08-25,2015,2017
"3435",5,252,229,907,"G",4,1,"","stary",2014-11-25,2016-09-16,2014,2016
"3436",10,274,249,991,"C",5,1,"","stary",2016-07-18,2017-11-06,2016,2017
"3437",10,285,259,667,"G",4,1,"","stary",2011-07-14,2016-09-16,2011,2016
"3438",10,614,558,2212,"G",5,1,"","stary",2017-10-31,2017-12-13,2017,2017
"3439",5,329,299,1304,"G",4,1,"","stary",2015-07-31,2016-07-26,2015,2016
"3440",25,713,648,2569,"C",5,1,"","stary",2016-10-12,2017-11-27,2016,2017
"3441",5,724,658,1217,"F",5,1,"","stary",2012-02-24,2017-10-09,2012,2017
"3442",20,1843,1675,4307,"G",4,1,"","stary",2014-08-21,2016-08-11,2014,2016
"3443",10,1876,1705,4406,"G",2018,4,"przesz쿮","nowy",2015-12-31,2018-12-07,2015,2018
"3444",5,757,688,2730,"G",5,1,"","stary",2015-11-02,2017-11-13,2015,2017
"3445",10,384,349,NA,"C",5,1,"","stary",2017-06-14,2018-05-22,2017,2018
"3446",6,1163,1057,2989,"C",2017,4,"przesz쿮","nowy",2015-05-08,2017-05-18,2015,2017
"3447",25,406,369,1397,"C",4,1,"","stary",2012-09-25,2016-08-12,2012,2016
"3448",10,1240,1127,2912,"G",2018,4,"przesz쿮","nowy",2015-12-31,2018-12-07,2015,2018
"3449",3,417,379,1921,"D",3,1,"","stary",2012-01-13,2015-10-29,2012,2015
"3450",6,2590,2354,6657,"G",2017,4,"przesz쿮","nowy",2014-09-11,2017-03-31,2014,2017
"3451",25,450,409,1623,"C",5,1,"","stary",2016-09-30,2017-08-11,2016,2017
"3452",5,1153,1048,4572,"G",2018,4,"przesz쿮","nowy",2016-09-23,2018-12-19,2016,2018
"3453",22,3460,3145,12469,"G",2018,4,"przesz쿮","nowy",2014-12-30,2018-10-16,2014,2018
"3454",10,2790,2536,NA,"G",2018,4,"przysz쿮","nowy",2018-02-01,2018-05-30,2018,2018
"3455",5,5417,4924,11566,"B",2017,4,"przesz쿮","nowy",2015-08-17,2017-05-31,2015,2017
"3456",20,1473,1339,3442,"G",4,1,"","stary",2014-08-26,2016-08-11,2014,2016
"3457",10,8311,7555,19520,"G",2018,4,"przesz쿮","nowy",2015-06-28,2018-09-21,2015,2018
"3458",5,55,50,197,"B",1,1,"","stary",2012-12-12,2013-12-03,2012,2013
"3459",5,1397,1270,2968,"B",2,1,"","stary",2011-05-26,2015-01-20,2011,2015
"3460",30,165,150,523,"C",2,1,"","stary",2013-12-30,2015-02-05,2013,2015
"3461",10,88,80,348,"B",2,3,"","stary",2012-12-31,2015-02-06,2012,2015
"3462",15,22,20,0,"B",2,3,"","stary",2011-11-21,2015-02-23,2011,2015
"3463",10,44,40,159,"G",2,1,"","stary",2011-12-16,2015-03-05,2011,2015
"3464",10,242,220,961,"D",3,1,"","stary",2014-04-15,2015-10-13,2014,2015
"3465",10,66,60,140,"C",3,1,"","stary",2011-11-02,2015-11-20,2011,2015
"3466",20,22,20,88,"B",3,3,"","stary",2014-11-13,2015-12-08,2014,2015
"3467",10,22,20,86,"C",4,1,"","stary",2015-09-30,2016-07-28,2015,2016
"3468",10,11,10,44,"C",4,1,"","stary",2014-07-03,2016-07-29,2014,2016
"3469",25,44,40,102,"C",4,1,"","stary",2014-04-29,2016-08-11,2014,2016
"3470",10,198,180,708,"C",4,1,"","stary",2014-10-20,2016-08-11,2014,2016
"3471",10,11,10,23,"C",4,1,"","stary",2013-08-30,2016-09-16,2013,2016
"3472",5,2266,2060,8985,"G",4,1,"","stary",2014-08-31,2016-09-22,2014,2016
"3473",40,132,120,525,"C",4,1,"","stary",2015-11-30,2016-09-05,2015,2016
"3474",15,11,10,41,"C",4,1,"","stary",2014-11-19,2016-09-16,2014,2016
"3475",15,473,430,1105,"C",4,1,"","stary",2015-12-07,2016-09-16,2015,2016
"3476",6,704,640,1652,"C",4,1,"","stary",2014-03-22,2016-08-30,2014,2016
"3477",10,33,30,144,"B",4,3,"","stary",2014-12-31,2016-10-03,2014,2016
"3478",10,66,60,1400,"C",4,1,"","stary",2013-09-01,2016-11-04,2013,2016
"3479",10,22,20,47,"C",4,1,"","stary",2011-07-01,2016-10-14,2011,2016
"3480",2,319,290,681,"G",2017,4,"przysz쿮","nowy",2017-08-31,2017-03-31,2017,2017
"3481",15,77,70,165,"C",2017,4,"przysz쿮","nowy",2017-12-29,2017-03-31,2017,2017
"3482",20,33,30,77,"C",2017,4,"przesz쿮","nowy",2016-09-15,2017-05-30,2016,2017
"3483",20,88,80,351,"C",2017,4,"przysz쿮","nowy",2017-12-20,2017-07-13,2017,2017
"3484",20,11,10,48,"C",2017,4,"przesz쿮","nowy",2014-10-27,2017-08-08,2014,2017
"3485",25,33,30,117,"C",5,1,"","stary",2015-06-02,2017-08-09,2015,2017
"3486",25,11,10,26,"B",5,1,"","stary",2015-09-30,2017-08-22,2015,2017
"3487",2,495,450,1058,"G",2017,4,"przysz쿮","nowy",2017-08-31,2017-12-08,2017,2017
"3488",25,22,20,87,"C",5,1,"","stary",2014-11-21,2017-08-31,2014,2017
"3489",25,11,10,42,"C",5,1,"","stary",2016-04-28,2017-09-25,2016,2017
"3490",25,99,90,366,"C",5,1,"","stary",2015-05-15,2017-09-25,2015,2017
"3491",7,66,60,155,"C",5,1,"","stary",2014-01-01,2017-10-05,2014,2017
"3492",5,253,230,540,"C",5,2,"","stary",2016-05-06,2017-10-13,2016,2017
"3493",4,77,70,165,"D",5,1,"","stary",2013-06-13,2017-10-19,2013,2017
"3494",5,44,40,93,"D",5,1,"","stary",2015-12-17,2017-10-23,2015,2017
"3495",5,154,140,329,"C",5,1,"","stary",2015-09-09,2017-10-27,2015,2017
"3496",5,143,130,304,"G",5,1,"","stary",2015-03-23,2017-10-27,2015,2017
"3497",20,66,60,140,"C",5,1,"","stary",2016-08-31,2017-11-07,2016,2017
"3498",10,1034,940,4100,"C",5,1,"","stary",2014-10-31,2017-11-07,2014,2017
"3499",5,121,110,257,"D",5,1,"","stary",2015-01-01,2017-11-06,2015,2017
"3500",25,99,90,357,"C",5,1,"","stary",2016-10-03,2017-11-07,2016,2017
"3501",20,22,20,88,"C",5,1,"","stary",2014-12-12,2017-11-28,2014,2017
"3502",20,11,10,42,"C",5,1,"","stary",2012-10-16,2017-11-28,2012,2017
"3503",10,132,120,524,"G",5,1,"","stary",2016-10-26,2017-11-30,2016,2017
"3504",25,22,20,53,"C",5,1,"","stary",2016-10-31,2018-01-12,2016,2018
"3505",15,44,40,77,"D",2018,4,"przesz쿮","nowy",2014-04-29,2018-01-31,2014,2018
"3506",4,440,400,1130,"C",5,1,"","stary",2015-07-31,2018-03-28,2015,2018
"3507",10,44,40,176,"C",2018,4,"przesz쿮","nowy",2015-12-30,2018-04-09,2015,2018
"3508",15,638,580,3707,"G",2018,4,"przesz쿮","nowy",2015-12-30,2018-06-25,2015,2018
"3509",30,55,50,213,"B",2018,4,"przesz쿮","nowy",2016-09-08,2018-05-30,2016,2018
"3510",20,11,10,43,"C",2018,4,"przysz쿮","nowy",2017-09-30,2018-06-29,2017,2018
"3511",10,99,90,NA,"D",2018,4,"przysz쿮","nowy",2017-07-28,2018-06-29,2017,2018
"3512",30,33,30,129,"B",2018,4,"przysz쿮","nowy",2017-09-27,2018-07-20,2017,2018
"3513",5,418,380,892,"C",2018,4,"przesz쿮","nowy",2014-11-20,2018-09-05,2014,2018
"3514",10,3697,3361,13326,"G",5,1,"","stary",2016-01-20,2017-11-08,2016,2017
"3515",20,1574,1431,3680,"G",3,1,"","stary",2014-02-28,2015-11-12,2014,2015
"3516",15,3358,3053,7886,"G",2018,4,"przesz쿮","nowy",2016-07-31,2018-09-10,2016,2018
"3517",10,4316,3924,15558,"G",5,1,"","stary",2015-10-30,2017-11-08,2015,2017
"3518",10,6023,5476,12861,"C",2018,4,"przesz쿮","nowy",2015-10-31,2018-08-22,2015,2018
"3519",5,749,681,1600,"G",2018,NA,"","",2016-03-31,2018-10-31,2016,2018
"3520",10,606,551,1422,"G",2018,4,"przesz쿮","nowy",2015-02-26,2018-06-07,2015,2018
"3521",5,474,431,1012,"D",5,1,"","stary",2014-09-10,2017-10-09,2014,2017
"3522",10,849,772,3068,"D",5,1,"","stary",2011-12-30,2017-11-08,2011,2017
"3523",10,761,692,2725,"D",5,1,"","stary",2015-10-01,2017-10-20,2015,2017
"3524",20,1125,1023,2721,"C",2018,4,"przysz쿮","nowy",2017-11-29,2018-05-19,2017,2018
"3525",10,1467,1334,5299,"G",5,1,"","stary",2017-10-31,2017-11-08,2017,2017
"3526",15,993,903,3947,"C",4,1,"","stary",2015-04-01,2016-08-29,2015,2016
"3527",5,331,301,707,"G",5,1,"","stary",2016-09-01,2017-11-15,2016,2017
"3528",5,2726,2479,10810,"B",4,1,"","stary",2015-08-31,2016-09-22,2015,2016
"3529",8,298,271,666,"F",4,1,"","stary",2015-01-30,2016-09-30,2015,2016
"3530",5,596,542,1272,"G",2018,4,"przesz쿮","nowy",2016-05-05,2018-09-24,2016,2018
"3531",5,574,522,1225,"C",2018,4,"przesz쿮","nowy",2014-04-30,2018-09-24,2014,2018
"3532",10,2749,2500,9911,"G",5,1,"","stary",2017-10-31,2017-12-13,2017,2017
"3533",5,806,733,1721,"C",5,1,"","stary",2016-05-13,2017-11-14,2016,2017
"3534",5,740,673,2934,"C",2018,4,"przesz쿮","nowy",2016-09-21,2018-07-13,2016,2018
"3535",6,1690,1537,10481,"D",3,1,"","stary",2013-02-08,2015-10-29,2013,2015
"3536",5,1614,1468,5822,"D",5,1,"","stary",2017-02-28,2017-11-08,2017,2017
"3537",25,365,332,1315,"C",5,1,"","stary",2016-09-30,2017-08-11,2016,2017
"3538",10,177,161,377,"C",4,1,"","stary",2014-12-30,2016-07-26,2014,2016
"3539",40,177,161,704,"C",4,1,"","stary",2014-11-14,2016-09-01,2014,2016
"3540",5,686,624,2985,"D",5,1,"","stary",2013-09-18,2017-08-25,2013,2017
"3541",10,166,151,658,"C",5,1,"","stary",2016-01-18,2017-10-26,2016,2017
"3542",25,155,141,625,"C",1,1,"","stary",2012-12-21,2013-10-31,2012,2013
"3543",15,310,282,729,"G",4,1,"","stary",2013-08-30,2016-09-30,2013,2016
"3544",30,144,131,574,"B",2017,4,"przysz쿮","nowy",2017-12-29,2017-06-30,2017,2017
"3545",5,399,363,1439,"G",2017,4,"przesz쿮","nowy",2016-09-30,2017-08-22,2016,2017
"3546",4,621,565,1597,"C",5,1,"","stary",2017-12-31,2018-03-28,2017,2018
"3547",5,488,444,114,"G",3,1,"","stary",2014-06-23,2015-11-30,2014,2015
"3548",10,1143,1040,2672,"G",4,1,"","stary",2013-09-25,2016-09-16,2013,2016
"3549",10,100,91,213,"C",3,1,"","stary",2011-03-14,2015-11-19,2011,2015
"3550",3,100,91,212,"G",3,1,"","stary",2012-12-30,2015-11-30,2012,2015
"3551",5,100,91,395,"B",4,1,"","stary",2015-09-02,2016-07-25,2015,2016
"3552",25,200,182,746,"C",5,1,"","stary",2016-09-21,2017-11-28,2016,2017
"3553",5,100,91,362,"C",2018,4,"przesz쿮","nowy",2014-11-28,2017-06-27,2014,2017
"3554",20,100,91,350,"C",2018,4,"przysz쿮","nowy",2017-12-31,2018-12-14,2017,2018
"3555",10,289,263,1042,"C",5,1,"","stary",2019-03-31,2017-12-13,2019,2017
"3556",5,189,172,445,"C",5,1,"","stary",2014-05-14,2017-09-29,2014,2017
"3557",10,534,486,2135,"G",2018,4,"przesz쿮","nowy",2015-11-06,2018-04-25,2015,2018
"3558",10,245,223,523,"C",5,1,"","stary",2016-07-31,2017-11-06,2016,2017
"3559",25,78,71,306,"C",4,1,"","stary",2015-12-31,2016-08-11,2015,2016
"3560",10,78,71,181,"C",4,1,"","stary",2015-11-30,2016-08-12,2015,2016
"3561",20,78,71,319,"C",2017,NA,"","",NA,NA,NA,NA
"3562",20,78,71,288,"C",2018,4,"przesz쿮","nowy",2016-09-14,2018-08-21,2016,2018
"3563",5,145,132,574,"G",5,1,"","stary",2016-09-06,2017-09-29,2016,2017
"3564",20,145,132,478,"G",5,1,"","stary",2012-10-31,2017-10-12,2012,2017
"3565",10,212,193,843,"G",4,1,"","stary",2015-02-09,2016-10-03,2015,2016
"3566",25,279,254,652,"C",4,1,"","stary",2015-12-22,2016-08-10,2015,2016
"3567",30,67,61,265,"B",3,3,"","stary",2012-12-20,2015-11-03,2012,2015
"3568",15,134,122,287,"C",5,1,"","stary",2012-10-29,2017-08-30,2012,2017
"3569",25,67,61,158,"C",5,1,"","stary",2015-04-30,2017-11-20,2015,2017
"3570",10,190,173,447,"C",2018,4,"przysz쿮","nowy",2017-11-30,2018-01-31,2017,2018
"3571",10,123,112,444,"G",5,1,"","stary",2016-09-07,2017-11-24,2016,2017
"3572",25,123,112,490,"B",2018,4,"przesz쿮","nowy",2016-09-27,2018-11-09,2016,2018
"3573",25,56,51,236,"C",2,1,"","stary",2014-06-30,2015-03-05,2014,2015
"3574",10,56,51,118,"C",3,1,"","stary",2015-02-28,2015-12-17,2015,2015
"3575",30,56,51,206,"C",5,1,"","stary",2016-10-08,2017-10-09,2016,2017
"3576",15,325,296,695,"G",5,1,"","stary",2012-11-15,2017-11-07,2012,2017
"3577",5,213,194,769,"F",5,1,"","stary",2015-10-09,2017-11-13,2015,2017
"3578",10,213,194,501,"G",2018,4,"przesz쿮","nowy",2014-03-11,2018-07-13,2014,2018
"3579",10,101,92,237,"B",4,1,"","stary",2015-12-31,2016-08-10,2015,2016
"3580",20,202,184,743,"C",5,1,"","stary",2016-08-01,2017-08-22,2016,2017
"3581",5,202,184,474,"C",5,1,"","stary",2015-02-10,2017-09-27,2015,2017
"3582",10,101,92,238,"B",2017,4,"przysz쿮","nowy",2019-12-31,2017-11-22,2019,2017
"3583",40,236,215,937,"C",5,1,"","stary",2016-12-13,2017-10-23,2016,2017
"3584",25,281,256,885,"C",5,1,"","stary",2016-09-30,2017-08-11,2016,2017
"3585",10,90,82,210,"C",3,1,"","stary",2013-12-23,2015-11-12,2013,2015
"3586",10,90,82,327,"B",2017,4,"przesz쿮","nowy",2016-09-28,2017-08-09,2016,2017
"3587",5,135,123,770,"C",5,1,"","stary",2012-05-30,2017-10-13,2012,2017
"3588",30,90,82,359,"B",5,3,"","stary",2016-06-30,2017-11-30,2016,2017
"3589",5,45,41,107,"G",5,1,"","stary",2015-06-30,2017-12-13,2015,2017
"3590",5,349,318,1386,"D",2018,4,"przesz쿮","nowy",2016-06-22,2018-07-12,2016,2018
"3591",25,169,154,395,"G",3,1,"","stary",2011-02-28,2015-11-19,2011,2015
