"","okres","pierwotna","finalna","co2","grupa","przetarg","kategoria","przeszle.przyszle","nowy.stary","data_zak","data_wyd","rok_zak","rok_wyd"
"1165",10,24,8,225,"E",5,1,"","stary",2016-05-06,2017-09-29,2016,2017
"1166",8,87,29,278,"G",5,1,"","stary",2014-12-15,2017-09-27,2014,2017
"1167",5,33,11,105,"G",5,1,"","stary",2013-07-18,2017-09-27,2013,2017
"1168",10,99,33,310,"F",5,1,"","stary",2017-12-31,2017-09-28,2017,2017
"1169",10,186,62,731,"F",5,1,"","stary",2016-10-17,2017-09-28,2016,2017
"1170",10,381,127,1762,"F",5,1,"","stary",2013-04-29,2017-09-29,2013,2017
"1171",10,33,11,151,"C",5,1,"","stary",2016-10-14,2017-09-29,2016,2017
"1172",5,192,64,663,"F",5,1,"","stary",2016-10-01,2017-09-28,2016,2017
"1173",3,48,16,165,"F",5,1,"","stary",2013-01-01,2017-09-28,2013,2017
"1174",3,69,23,239,"A",5,2,"","stary",2016-12-31,2017-09-28,2016,2017
"1175",3,111,37,382,"F",5,1,"","stary",2014-12-31,2017-09-28,2014,2017
"1176",5,27,9,86,"F",5,2,"","stary",2014-12-31,2017-09-29,2014,2017
"1177",4,33,11,114,"E",5,1,"","stary",2016-09-19,2017-09-29,2016,2017
"1178",5,18,6,56,"F",5,1,"","stary",2014-12-11,2017-09-29,2014,2017
"1179",4,54,18,187,"E",5,1,"","stary",2015-06-15,2017-09-29,2015,2017
"1180",5,45,15,142,"A",5,1,"","stary",2015-09-01,2017-09-28,2015,2017
"1181",5,27,9,88,"E",5,1,"","stary",2015-02-04,2017-09-28,2015,2017
"1182",5,90,30,288,"E",5,1,"","stary",2015-12-01,2017-09-29,2015,2017
"1183",5,78,26,250,"E",5,1,"","stary",2015-12-01,2017-09-29,2015,2017
"1184",5,72,24,228,"E",5,1,"","stary",2015-12-01,2017-09-29,2015,2017
"1185",5,105,35,336,"E",5,1,"","stary",2015-11-20,2017-09-29,2015,2017
"1186",5,12,4,37,"E",5,1,"","stary",2016-09-04,2017-09-29,2016,2017
"1187",5,222,74,710,"E",5,1,"","stary",2016-09-28,2017-10-03,2016,2017
"1188",10,117,39,459,"E",5,1,"","stary",2016-03-04,2017-10-03,2016,2017
"1189",6,417,139,1639,"E",5,1,"","stary",2016-12-31,2017-10-03,2016,2017
"1190",8,1185,395,4652,"E",5,1,"","stary",2016-09-23,2017-10-03,2016,2017
"1191",12,153,51,600,"G",5,1,"","stary",2015-05-30,2017-10-05,2015,2017
"1192",5,60,20,235,"E",5,1,"","stary",2014-04-22,2017-10-05,2014,2017
"1193",10,723,241,2259,"G",5,1,"","stary",2016-05-30,2017-10-05,2016,2017
"1194",10,924,308,2887,"E",5,1,"","stary",2016-10-06,2017-10-05,2016,2017
"1195",4,12,4,41,"E",5,1,"","stary",2016-04-30,2017-10-05,2016,2017
"1196",5,12,4,42,"G",5,1,"","stary",2016-04-10,2017-10-05,2016,2017
"1197",5,78,26,242,"G",5,1,"","stary",2016-05-30,2017-10-05,2016,2017
"1198",5,174,58,549,"G",5,1,"","stary",2016-05-30,2017-10-04,2016,2017
"1199",10,30,10,94,"E",5,1,"","stary",2015-12-30,2017-10-05,2015,2017
"1200",10,387,129,187,"F",5,1,"","stary",2016-09-05,2017-10-09,2016,2017
"1201",15,15,5,9857,"C",5,1,"","stary",2014-10-31,2017-10-09,2014,2017
"1202",10,24,8,57,"E",5,1,"","stary",2016-12-31,2017-10-09,2016,2017
"1203",10,27,9,263,"A",5,3,"","stary",2016-07-15,2017-10-11,2016,2017
"1204",15,261,87,1026,"E",5,2,"","stary",2014-12-01,2017-10-12,2014,2017
"1205",15,30,10,119,"E",5,1,"","stary",2016-06-27,2017-10-11,2016,2017
"1206",5,69,23,606,"E",5,1,"","stary",2016-09-25,2017-10-13,2016,2017
"1207",5,162,54,60,"C",5,2,"","stary",2016-10-31,2017-10-13,2016,2017
"1208",5,15,5,173,"C",5,1,"","stary",2011-11-17,2017-10-12,2011,2017
"1209",20,150,50,495,"E",5,1,"","stary",2015-03-05,2017-10-12,2015,2017
"1210",5,21,7,27,"E",5,1,"","stary",2015-12-30,2017-10-13,2015,2017
"1211",5,36,12,167,"G",5,1,"","stary",2015-04-21,2017-10-13,2015,2017
"1212",5,18,6,58,"E",5,1,"","stary",2014-08-04,2017-10-13,2014,2017
"1213",5,213,71,987,"G",5,1,"","stary",2014-06-17,2017-10-13,2014,2017
"1214",5,87,29,274,"E",5,1,"","stary",2014-04-30,2017-10-19,2014,2017
"1215",10,12,4,109,"E",5,1,"","stary",2016-09-30,2017-10-19,2016,2017
"1216",5,30,10,119,"E",5,1,"","stary",2016-03-01,2017-10-20,2016,2017
"1217",5,18,6,55,"E",5,1,"","stary",2017-02-24,2017-10-20,2017,2017
"1218",5,15,5,67,"A",5,1,"","stary",2016-04-29,2017-10-24,2016,2017
"1219",5,195,65,613,"G",5,1,"","stary",2015-06-24,2017-10-23,2015,2017
"1220",10,105,35,445,"E",5,1,"","stary",2016-10-10,2017-10-20,2016,2017
"1221",5,30,10,96,"E",5,1,"","stary",2013-12-01,2017-10-24,2013,2017
"1222",5,15,5,46,"E",5,1,"","stary",2016-10-14,2017-10-24,2016,2017
"1223",10,51,17,159,"F",5,1,"","stary",2012-07-31,2017-10-24,2012,2017
"1224",10,39,13,122,"G",5,1,"","stary",2016-05-30,2017-10-20,2016,2017
"1225",5,78,26,247,"E",5,1,"","stary",2016-03-02,2017-10-20,2016,2017
"1226",10,45,15,435,"E",5,1,"","stary",2016-07-29,2017-10-24,2016,2017
"1227",5,12,4,39,"E",5,1,"","stary",2017-12-31,2017-10-23,2017,2017
"1228",4,48,16,156,"E",5,1,"","stary",2017-12-31,2017-10-23,2017,2017
"1229",10,27,9,107,"E",5,2,"","stary",2015-12-21,2017-10-24,2015,2017
"1230",15,30,10,96,"C",5,1,"","stary",2011-05-31,2017-10-25,2011,2017
"1231",5,543,181,1710,"E",5,1,"","stary",2016-09-01,2017-10-27,2016,2017
"1232",5,873,291,2750,"E",5,1,"","stary",2016-07-17,2017-10-26,2016,2017
"1233",5,42,14,130,"E",5,1,"","stary",2015-03-30,2017-10-26,2015,2017
"1234",5,216,72,70,"E",5,1,"","stary",2016-07-22,2017-10-26,2016,2017
"1235",10,48,16,187,"F",5,1,"","stary",2011-09-24,2017-10-27,2011,2017
"1236",5,81,27,254,"E",5,1,"","stary",2016-03-14,2017-10-27,2016,2017
"1237",5,510,170,1605,"C",5,1,"","stary",2014-10-18,2017-10-27,2014,2017
"1238",5,30,10,95,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1239",5,39,13,121,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1240",5,15,5,47,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1241",5,24,8,253,"E",5,1,"","stary",2017-12-30,2017-10-27,2017,2017
"1242",5,18,6,57,"F",5,1,"","stary",2016-12-31,2017-10-31,2016,2017
"1243",5,24,8,75,"A",5,1,"","stary",2015-01-26,2017-10-31,2015,2017
"1244",10,66,22,207,"F",5,2,"","stary",2011-08-11,2017-11-07,2011,2017
"1245",15,33,11,104,"G",5,1,"","stary",2012-02-28,2017-11-07,2012,2017
"1246",10,75,25,238,"F",5,1,"","stary",2014-12-31,2017-11-07,2014,2017
"1247",5,63,21,216,"F",5,1,"","stary",2015-10-15,2017-11-06,2015,2017
"1248",15,42,14,134,"F",5,1,"","stary",2016-09-09,2017-11-07,2016,2017
"1249",5,270,90,930,"F",5,1,"","stary",2015-08-17,2017-11-08,2015,2017
"1250",5,1677,559,5280,"G",5,1,"","stary",2013-04-11,2017-11-08,2013,2017
"1251",4,39,13,127,"E",5,1,"","stary",2016-10-19,2017-11-13,2016,2017
"1252",10,102,34,322,"G",5,1,"","stary",2015-12-31,2017-11-13,2015,2017
"1253",5,45,15,142,"E",5,1,"","stary",2016-09-21,2017-11-13,2016,2017
"1254",5,174,58,547,"G",5,1,"","stary",2016-08-11,2017-11-13,2016,2017
"1255",5,15,5,46,"E",5,1,"","stary",2017-01-01,2017-11-13,2017,2017
"1256",6,39,13,121,"G",5,1,"","stary",2017-03-31,2017-11-13,2017,2017
"1257",5,309,103,966,"E",5,1,"","stary",2016-07-29,2017-11-13,2016,2017
"1258",5,30,10,94,"G",5,1,"","stary",2012-04-01,2017-11-13,2012,2017
"1259",5,321,107,1009,"F",5,1,"","stary",2016-03-09,2017-11-13,2016,2017
"1260",5,18,6,55,"E",5,1,"","stary",2017-12-31,2017-11-16,2017,2017
"1261",5,21,7,65,"E",5,1,"","stary",2016-10-17,2017-11-16,2016,2017
"1262",15,594,198,1871,"E",5,1,"","stary",2017-09-30,2017-11-14,2017,2017
"1263",15,66,22,208,"E",5,1,"","stary",2016-06-23,2017-11-14,2016,2017
"1264",15,39,13,124,"E",5,1,"","stary",2016-08-31,2017-11-14,2016,2017
"1265",10,24,8,95,"F",5,2,"","stary",2015-07-24,2017-11-15,2015,2017
"1266",5,72,24,224,"G",5,1,"","stary",2016-09-30,2017-11-15,2016,2017
"1267",5,39,13,121,"G",5,1,"","stary",2016-09-30,2017-11-15,2016,2017
"1268",5,450,150,1415,"F",5,1,"","stary",2016-05-31,2017-11-16,2016,2017
"1269",5,177,59,556,"F",5,1,"","stary",2016-04-08,2017-11-16,2016,2017
"1270",5,282,94,889,"G",5,1,"","stary",2016-03-21,2017-11-16,2016,2017
"1271",5,66,22,205,"E",5,1,"","stary",2016-08-31,2017-11-16,2016,2017
"1272",2,57,19,224,"F",5,1,"","stary",2016-07-31,2017-11-22,2016,2017
"1273",5,63,21,196,"E",5,1,"","stary",2016-03-31,2017-11-20,2016,2017
"1274",5,30,10,94,"E",5,1,"","stary",2014-11-20,2017-11-20,2014,2017
"1275",15,18,6,73,"E",5,1,"","stary",2016-09-22,2017-11-20,2016,2017
"1276",5,60,20,190,"E",5,1,"","stary",2012-05-01,2017-11-20,2012,2017
"1277",10,45,15,143,"F",5,1,"","stary",2015-12-31,2017-11-20,2015,2017
"1278",10,66,22,209,"E",5,1,"","stary",2016-10-10,2017-11-20,2016,2017
"1279",5,129,43,1246,"E",5,1,"","stary",2017-04-30,2017-11-22,2017,2017
"1280",7,24,8,78,"E",5,1,"","stary",2016-10-20,2017-11-22,2016,2017
"1281",3,1242,414,3909,"G",5,1,"","stary",2016-01-31,2017-11-22,2016,2017
"1282",10,243,81,757,"E",5,1,"","stary",2017-08-31,2017-11-27,2017,2017
"1283",10,210,70,677,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1284",10,228,76,735,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1285",10,210,70,678,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1286",10,324,108,1043,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1287",15,15,5,46,"E",5,1,"","stary",2016-08-22,2017-11-27,2016,2017
"1288",5,57,19,178,"E",5,1,"","stary",2016-06-03,2017-11-30,2016,2017
"1289",10,18,6,58,"E",5,1,"","stary",2014-10-11,2017-11-28,2014,2017
"1290",5,57,19,183,"E",5,1,"","stary",2016-02-08,2017-11-24,2016,2017
"1291",10,177,59,555,"D",5,2,"","stary",2016-10-31,2017-11-30,2016,2017
"1292",10,42,14,131,"F",5,1,"","stary",2014-12-31,2017-11-24,2014,2017
"1293",10,399,133,1263,"E",5,1,"","stary",2016-06-30,2017-11-27,2016,2017
"1294",5,75,25,293,"E",5,1,"","stary",2016-10-01,2017-11-30,2016,2017
"1295",5,186,62,581,"E",5,1,"","stary",2017-02-28,2017-11-30,2017,2017
"1296",5,12,4,39,"E",5,1,"","stary",2016-10-28,2017-11-30,2016,2017
"1297",5,57,19,179,"E",5,1,"","stary",2017-03-31,2017-11-30,2017,2017
"1298",15,54,18,210,"F",5,1,"","stary",2013-12-19,2017-11-30,2013,2017
"1299",9,111,37,349,"F",5,1,"","stary",2017-07-25,2017-11-30,2017,2017
"1300",10,150,50,475,"E",5,1,"","stary",2017-05-31,2017-12-13,2017,2017
"1301",10,57,19,179,"E",5,1,"","stary",2016-12-30,2017-12-13,2016,2017
"1302",10,87,29,271,"F",5,2,"","stary",2019-03-31,2017-12-13,2019,2017
"1303",10,669,223,2092,"F",5,2,"","stary",2019-03-31,2017-12-13,2019,2017
"1304",10,648,216,2026,"F",5,2,"","stary",2019-03-31,2017-12-13,2019,2017
"1305",10,42,14,400,"E",5,1,"","stary",2017-05-31,2017-12-13,2017,2017
"1306",10,105,35,1006,"E",5,1,"","stary",2016-09-27,2017-12-13,2016,2017
"1307",5,123,41,387,"G",5,1,"","stary",2015-10-27,2017-12-08,2015,2017
"1308",5,42,14,131,"E",5,1,"","stary",2015-10-31,2017-12-08,2015,2017
"1309",5,87,29,271,"E",2017,4,"przysz쿮","nowy",2019-10-31,2017-12-21,2019,2017
"1310",7,27,9,89,"E",5,1,"","stary",2017-12-31,2017-12-08,2017,2017
"1311",10,126,42,392,"E",5,1,"","stary",2016-02-17,2017-12-21,2016,2017
"1312",10,72,24,283,"G",2018,4,"przesz쿮","nowy",2016-09-04,2018-01-31,2016,2018
"1313",5,57,19,180,"E",5,1,"","stary",2017-01-30,2018-01-26,2017,2018
"1314",45,12,4,36,"A",5,3,"","stary",2011-10-25,2018-03-15,2011,2018
"1315",45,24,8,76,"A",5,3,"","stary",2014-08-08,2018-03-15,2014,2018
"1316",45,36,12,112,"A",5,3,"","stary",2013-09-13,2018-03-15,2013,2018
"1317",45,45,15,139,"A",5,3,"","stary",2012-09-12,2018-03-15,2012,2018
"1318",25,45,15,139,"A",5,3,"","stary",2012-09-14,2018-03-15,2012,2018
"1319",45,15,5,47,"A",5,3,"","stary",2014-10-20,2018-03-15,2014,2018
"1320",25,48,16,149,"A",5,3,"","stary",2014-07-23,2018-03-15,2014,2018
"1321",25,12,4,37,"A",5,3,"","stary",2014-09-22,2018-03-16,2014,2018
"1322",25,87,29,272,"A",5,3,"","stary",2015-08-19,2018-03-16,2015,2018
"1323",25,18,6,57,"A",5,3,"","stary",2011-08-26,2018-03-16,2011,2018
"1324",45,144,48,449,"A",5,3,"","stary",2012-03-19,2018-03-16,2012,2018
"1325",45,33,11,103,"A",5,3,"","stary",2014-02-26,2018-03-15,2014,2018
"1326",45,24,8,75,"A",5,3,"","stary",2014-07-10,2018-03-16,2014,2018
"1327",45,36,12,338,"A",5,3,"","stary",2013-07-30,2018-03-16,2013,2018
"1328",45,36,12,112,"A",5,3,"","stary",2014-07-09,2018-03-16,2014,2018
"1329",45,15,5,48,"A",5,3,"","stary",2012-02-26,2018-03-16,2012,2018
"1330",45,102,34,317,"A",5,3,"","stary",2012-05-31,2018-03-12,2012,2018
"1331",45,18,6,55,"A",5,3,"","stary",2011-12-27,2018-03-12,2011,2018
"1332",45,36,12,113,"A",5,3,"","stary",2016-06-25,2018-03-12,2016,2018
"1333",45,30,10,94,"A",5,3,"","stary",2013-09-06,2018-03-12,2013,2018
"1334",45,33,11,102,"A",5,3,"","stary",2013-08-01,2018-03-12,2013,2018
"1335",45,21,7,64,"A",5,3,"","stary",2014-02-26,2018-03-12,2014,2018
"1336",45,66,22,112,"A",5,3,"","stary",2011-12-10,2018-03-12,2011,2018
"1337",25,33,11,394,"A",5,3,"","stary",2014-12-27,2018-03-12,2014,2018
"1338",45,18,6,125,"A",5,3,"","stary",2014-12-02,2018-03-12,2014,2018
"1339",45,36,12,112,"A",5,3,"","stary",2015-12-16,2018-03-12,2015,2018
"1340",45,21,7,66,"A",5,3,"","stary",2012-07-06,2018-03-12,2012,2018
"1341",45,33,11,104,"A",5,3,"","stary",2014-09-10,2018-03-12,2014,2018
"1342",45,33,11,103,"A",5,3,"","stary",2014-05-08,2018-03-12,2014,2018
"1343",25,21,7,65,"A",5,3,"","stary",2016-06-29,2018-03-12,2016,2018
"1344",10,1929,643,8483,"E",5,1,"","stary",2017-12-29,2018-05-09,2017,2018
"1345",7,33,11,322,"E",5,1,"","stary",2016-02-19,2018-03-12,2016,2018
"1346",6,66,22,212,"E",5,1,"","stary",2017-11-30,2018-03-12,2017,2018
"1347",5,69,23,268,"E",2018,4,"przesz쿮","nowy",2015-09-25,2018-03-26,2015,2018
"1348",15,33,11,129,"F",2018,4,"przesz쿮","nowy",2016-09-30,2018-03-23,2016,2018
"1349",2,1485,495,5738,"F",2018,4,"przesz쿮","nowy",2016-05-01,2018-04-10,2016,2018
"1350",5,243,81,2512,"E",5,1,"","stary",2018-12-31,2018-03-28,2018,2018
"1351",5,162,54,1677,"E",5,1,"","stary",2017-12-30,2018-03-28,2017,2018
"1352",5,90,30,284,"E",5,1,"","stary",2016-11-11,2018-03-28,2016,2018
"1353",5,45,15,141,"G",5,1,"","stary",2015-05-15,2018-04-05,2015,2018
"1354",5,81,27,256,"E",5,1,"","stary",2016-09-26,2018-04-05,2016,2018
"1355",10,42,14,191,"E",5,1,"","stary",2015-09-15,2018-05-09,2015,2018
"1356",5,27,9,83,"E",5,1,"","stary",2018-03-26,2018-04-23,2018,2018
"1357",10,144,48,1338,"F",2018,4,"przesz쿮","nowy",2015-07-16,2018-04-26,2015,2018
"1358",10,156,52,603,"E",2018,4,"przesz쿮","nowy",2016-05-30,2018-04-24,2016,2018
"1359",5,123,41,381,"E",5,1,"","stary",2018-03-30,2018-04-27,2018,2018
"1360",3,54,18,168,"E",2018,4,"przesz쿮","nowy",2016-09-19,2018-05-19,2016,2018
"1361",10,141,47,618,"E",2018,4,"przysz쿮","nowy",2017-11-30,2018-05-19,2017,2018
"1362",15,213,71,2060,"E",2018,4,"przysz쿮","nowy",2017-06-30,2018-06-07,2017,2018
"1363",5,54,18,207,"E",2018,4,"przesz쿮","nowy",2016-05-17,2018-06-19,2016,2018
"1364",5,39,13,121,"E",2018,4,"przesz쿮","nowy",2016-02-08,2018-06-25,2016,2018
"1365",5,117,39,NA,"E",5,1,"","stary",2018-05-16,2018-09-20,2018,2018
"1366",5,51,17,157,"E",2018,4,"przesz쿮","nowy",2016-07-28,2018-06-27,2016,2018
"1367",7,279,93,1079,"E",2018,4,"przysz쿮","nowy",2017-10-31,2018-07-04,2017,2018
"1368",10,99,33,390,"E",2018,4,"przesz쿮","nowy",2016-09-30,2018-07-13,2016,2018
"1369",5,81,27,258,"E",2018,4,"przesz쿮","nowy",2016-05-18,2018-07-13,2016,2018
"1370",5,72,24,231,"E",2018,4,"przesz쿮","nowy",2016-07-08,2018-07-13,2016,2018
"1371",5,198,66,624,"G",5,1,"","stary",2018-05-28,2018-07-09,2018,2018
"1372",5,144,48,454,"G",2018,4,"przesz쿮","nowy",2015-08-26,2018-07-20,2015,2018
"1373",15,132,44,1222,"F",2018,4,"przysz쿮","nowy",2017-12-15,2018-07-20,2017,2018
"1374",5,528,176,1634,"E",2018,4,"przesz쿮","nowy",2014-07-30,2018-08-13,2014,2018
"1375",5,60,20,186,"C",2018,4,"przysz쿮","nowy",2017-10-17,2018-08-27,2017,2018
"1376",10,834,278,1620,"E",2018,4,"przesz쿮","nowy",2016-09-30,2018-08-31,2016,2018
"1377",6,219,73,1985,"E",2018,4,"przesz쿮","nowy",2016-09-14,2018-11-09,2016,2018
"1378",10,36,12,113,"E",2018,4,"przesz쿮","nowy",2016-08-26,2018-09-21,2016,2018
"1379",7,114,38,NA,"E",5,1,"","stary",2018-07-30,2018-10-18,2018,2018
"1380",2,222,74,685,"E",2018,4,"przesz쿮","nowy",2016-08-08,2018-10-25,2016,2018
"1381",5,60,20,193,"E",2018,4,"przesz쿮","nowy",2016-07-08,2018-10-09,2016,2018
"1382",5,66,22,208,"E",2018,NA,"","",2016-05-31,2018-10-25,2016,2018
"1383",5,60,20,186,"E",2018,4,"przysz쿮","nowy",2018-06-30,2018-10-25,2018,2018
"1384",7,678,226,3145,"G",2018,4,"przesz쿮","nowy",2015-07-08,2018-10-25,2015,2018
"1385",6,219,73,1985,"E",2018,4,"przesz쿮","nowy",2016-09-14,2018-10-31,2016,2018
"1386",10,117,39,458,"E",5,1,"","stary",2017-11-23,2018-11-13,2017,2018
"1387",15,75,25,345,"E",2018,4,"przysz쿮","nowy",2017-12-31,2018-11-30,2017,2018
"1388",5,258,86,832,"E",2018,4,"przysz쿮","nowy",2017-11-30,2018-12-14,2017,2018
"1389",10,3296,1099,14491,"E",5,1,"","stary",2018-12-30,2018-05-09,2018,2018
"1390",10,2765,922,8640,"G",5,1,"","stary",2018-06-08,2018-12-07,2018,2018
"1391",5,2423,808,7626,"F",5,1,"","stary",2016-07-29,2017-11-16,2016,2017
"1392",18,2249,750,7250,"G",2018,4,"przesz쿮","nowy",2016-09-19,2018-05-19,2016,2018
"1393",5,1976,659,6219,"F",5,1,"","stary",2018-08-01,2018-09-25,2018,2018
"1394",10,1937,646,6684,"G",4,1,"","stary",2015-12-31,2016-08-29,2015,2016
"1395",10,1859,620,17257,"G",2018,4,"przesz쿮","nowy",2015-06-03,2018-04-25,2015,2018
"1396",5,1676,559,5276,"A",5,1,"","stary",2012-11-26,2017-10-24,2012,2017
"1397",15,1574,525,2696,"F",4,1,"","stary",2016-01-18,2016-09-30,2016,2016
"1398",10,1490,497,5857,"F",2,2,"","stary",2013-01-22,2015-02-18,2013,2015
"1399",10,1490,497,4656,"F",2017,4,"przysz쿮","nowy",2018-06-30,2017-06-23,2018,2017
"1400",10,1268,423,4982,"F",2,2,"","stary",2012-02-15,2015-02-18,2012,2015
"1401",10,854,285,2669,"E",5,1,"","stary",2016-07-21,2018-03-12,2016,2018
"1402",10,788,263,3441,"E",2,1,"","stary",2015-11-12,2015-12-18,2015,2015
"1403",3,749,250,7241,"G",4,2,"","stary",2013-07-31,2017-01-27,2013,2017
"1404",10,713,238,934,"C",2017,4,"przesz쿮","nowy",2014-04-30,2017-04-04,2014,2017
"1405",15,695,232,541,"F",3,1,"","stary",2013-10-01,2015-11-12,2013,2015
"1406",20,692,231,3160,"F",5,1,"","stary",2011-12-31,2017-11-08,2011,2017
"1407",22,689,230,2165,"E",2,1,"","stary",2012-12-28,2015-02-25,2012,2015
"1408",17,686,229,2992,"G",1,1,"","stary",2012-01-30,2014-01-30,2012,2014
"1409",8,632,211,2759,"F",3,1,"","stary",2015-09-10,2015-11-30,2015,2015
"1410",5,623,208,1962,"E",5,1,"","stary",2015-01-09,2017-11-14,2015,2017
"1411",10,620,207,1952,"E",5,1,"","stary",2016-10-15,2017-11-30,2016,2017
"1412",3,614,205,1934,"G",4,1,"","stary",2016-01-21,2016-07-28,2016,2016
"1413",10,572,191,2498,"E",4,1,"","stary",2016-12-31,2016-08-11,2016,2016
"1414",5,551,184,1744,"G",5,1,"","stary",2014-03-17,2017-08-25,2014,2017
"1415",5,533,178,1687,"G",5,1,"","stary",2016-01-29,2017-08-09,2016,2017
"1416",5,533,178,1678,"E",5,1,"","stary",2016-08-26,2017-11-13,2016,2017
"1417",5,527,176,1660,"G",5,2,"","stary",2015-06-26,2017-10-25,2015,2017
"1418",5,494,165,1556,"G",5,1,"","stary",2016-02-28,2017-11-20,2016,2017
"1419",10,488,163,4717,"F",5,2,"","stary",2017-09-30,2017-11-13,2017,2017
"1420",25,479,160,1901,"G",4,1,"","stary",2014-10-21,2016-08-11,2014,2016
"1421",10,470,157,1468,"F",2018,4,"przysz쿮","nowy",2018-12-30,2018-10-16,2018,2018
"1422",5,443,148,1370,"E",2018,4,"przesz쿮","nowy",2016-06-30,2018-06-27,2016,2018
"1423",5,431,144,1364,"G",5,1,"","stary",2011-12-20,2017-08-25,2011,2017
"1424",10,425,142,1327,"F",2018,4,"przysz쿮","nowy",2017-08-17,2018-06-07,2017,2018
"1425",20,410,137,1292,"G",2017,4,"przysz쿮","nowy",2017-03-31,2017-03-31,2017,2017
"1426",7,398,133,4123,"F",5,1,"","stary",2012-06-07,2017-10-27,2012,2017
"1427",5,389,130,1230,"G",5,1,"","stary",2016-01-21,2017-08-25,2016,2017
"1428",17,386,129,3583,"G",2018,4,"przesz쿮","nowy",2016-01-29,2018-05-30,2016,2018
"1429",5,380,127,1196,"E",5,1,"","stary",2018-09-28,2018-12-21,2018,2018
"1430",5,377,126,1186,"E",5,1,"","stary",2016-07-15,2017-11-24,2016,2017
"1431",5,377,126,1142,"E",5,1,"","stary",2017-12-27,2018-05-09,2017,2018
"1432",45,371,124,1457,"A",4,3,"","stary",2015-06-29,2016-07-25,2015,2016
"1433",3,362,121,1249,"F",3,1,"","stary",2011-09-15,2015-11-06,2011,2015
"1434",7,356,119,1398,"E",5,1,"","stary",2016-04-07,2017-10-05,2016,2017
"1435",9,335,112,1157,"F",3,1,"","stary",2013-11-30,2015-12-17,2013,2015
"1436",7,311,104,3223,"F",5,1,"","stary",2018-12-31,2018-03-28,2018,2018
"1437",5,308,103,987,"E",5,1,"","stary",2016-03-29,2018-01-30,2016,2018
"1438",5,299,100,1033,"G",5,1,"","stary",2016-10-07,2017-10-05,2016,2017
"1439",8,296,99,1161,"E",4,1,"","stary",2016-01-20,2016-09-16,2016,2016
"1440",10,290,97,934,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1441",10,287,96,903,"G",4,1,"","stary",2016-07-13,2016-08-11,2016,2016
"1442",5,287,96,903,"F",5,1,"","stary",2015-08-27,2017-11-20,2015,2017
"1443",10,281,94,1107,"F",1,2,"","stary",2012-08-27,2014-02-11,2012,2014
"1444",5,272,91,857,"F",5,1,"","stary",2014-09-23,2017-11-08,2014,2017
"1445",10,272,91,560,"G",5,1,"","stary",2016-09-01,2017-11-09,2016,2017
"1446",4,263,88,814,"A",2018,4,"przesz쿮","nowy",2016-08-31,2018-01-12,2016,2018
"1447",6,260,87,804,"G",2018,4,"przesz쿮","nowy",2015-12-18,2018-12-07,2015,2018
"1448",3,257,86,886,"F",3,2,"","stary",2013-03-06,2015-11-20,2013,2015
"1449",11,257,86,1010,"E",5,1,"","stary",2016-09-20,2017-10-05,2016,2017
"1450",5,254,85,820,"E",2017,4,"przesz쿮","nowy",2016-08-18,2017-10-27,2016,2017
"1451",5,245,82,770,"G",5,1,"","stary",2015-10-02,2017-11-13,2015,2017
"1452",10,236,79,737,"A",2017,4,"przysz쿮","nowy",2017-12-31,2017-10-27,2017,2017
"1453",5,236,79,754,"F",5,1,"","stary",2016-04-30,2017-12-15,2016,2017
"1454",10,233,78,2203,"G",2,2,"","stary",2012-12-31,2015-02-06,2012,2015
"1455",10,230,77,795,"G",4,1,"","stary",2015-09-30,2016-09-30,2015,2016
"1456",5,230,77,724,"G",4,1,"","stary",2014-09-17,2016-10-03,2014,2016
"1457",5,224,75,717,"F",4,2,"","stary",2016-12-19,2017-02-06,2016,2017
"1458",30,224,75,2079,"G",2017,4,"przesz쿮","nowy",2015-10-07,2017-06-13,2015,2017
"1459",15,224,75,709,"E",5,1,"","stary",2016-08-09,2017-08-25,2016,2017
"1460",5,224,75,707,"E",5,1,"","stary",2016-10-06,2017-10-20,2016,2017
"1461",10,224,75,723,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1462",10,221,74,712,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1463",10,218,73,702,"E",5,1,"","stary",2016-06-30,2017-11-24,2016,2017
"1464",5,218,73,686,"E",5,1,"","stary",2017-12-31,2018-03-28,2017,2018
"1465",10,212,71,731,"D",3,1,"","stary",2014-10-10,2015-11-20,2014,2015
"1466",10,209,70,675,"G",4,1,"","stary",2014-08-05,2016-07-25,2014,2016
"1467",5,203,68,650,"F",5,1,"","stary",2014-03-24,2017-08-30,2014,2017
"1468",5,200,67,689,"E",5,1,"","stary",2016-09-05,2017-10-03,2016,2017
"1469",10,200,67,632,"G",5,1,"","stary",2017-12-31,2017-11-09,2017,2017
